acctno,qty,trandate,tran_channel,price,totamt,orderno,deptdescr
GSHWSYYPS,1,2009-12-20,CB,36,36,CRUVIVEVNCK,Small Appliances
GSHWSYYPS,1,2009-12-20,CB,102,102,CRUVIVEVNCK,Portable Electronics
GSHWSYYPS,1,2009-12-23,RT,31.5,31.5,CCXUCNVXXXNI,Mobile Electronic Accessories
GSHWSYYPS,1,2009-12-23,RT,117,117,CCXUCNVXXXNI,Mobile Electronic Accessories
GSHWSYYPS,1,2009-12-23,RT,18,18,CCXUCNVXXXNI,Mobile Electronic Accessories
GSHWSYYPS,1,2009-12-23,RT,119.85,119.85,CCXUCNVXXXNI,Home Audio
GSHPDWYGW,1,2009-12-09,RT,539.85,539.85,CCXRKXEXXXNI,Home Audio
GSHPDWYGW,1,2009-12-09,RT,105,105,CCXRKXEXXXNI,Portable Electronics
GSHPDWYGW,1,2009-12-09,RT,38.85,38.85,CCXRKXEXXXNI,Mobile Electronics
GSHLHGHWW,1,2009-12-08,RT,25.5,25.5,CCXIINXXXXVI,Small Appliances
GSHLHGHWW,1,2009-12-08,RT,27,27,CCXIINXXXXVI,Mobile Electronics
GSHLHGHWW,1,2009-12-08,RT,36,36,CCXIINXXXXVI,Small Appliances
GSHLHGHWW,1,2009-12-08,RT,48,48,CCXIINXXXXVI,Small Appliances
GSHLHGHWW,1,2009-12-08,RT,30,30,CCXIINXXXXVI,Small Appliances
GSHLHGHWW,1,2009-12-08,RT,36,36,CCXIINXXXXVI,Small Appliances
GSHLHGHWW,1,2009-12-08,RT,30,30,CCXIINXXXXVI,Small Appliances
GSHLHGHWW,1,2009-12-08,RT,45,45,CCXIINXXXXVI,Small Appliances
GSHYLDYHH,1,2009-12-03,RT,59.85,59.85,CCXVVKIXXXKI,Small Appliances
GSHYLDYHH,1,2009-12-03,RT,119.85,119.85,CCXVVKIXXXKI,Portable Electronics
GSYQSGQDL,1,2009-12-14,RT,899.85,899.85,CCXVKCUXXXNI,Home Audio
GSYQSGAWQ,1,2009-12-04,RT,38.85,38.85,CCXKZCRXXXVI,Mobile Electronics
GSYQSGAWQ,1,2009-12-04,RT,89.85,89.85,CCXKZCRXXXVI,Mobile Electronics
GSYQSGAWQ,1,2009-12-04,RT,126,126,CCXKZCRXXXVI,Mobile Electronics
GSYQSGAWQ,1,2009-12-04,RT,28.5,28.5,CCXKZCRXXXVI,Mobile Electronic Accessories
GSYGQWLDW,1,2009-12-15,RT,31.5,31.5,CCXZCUXXXXVI,Mobile Electronic Accessories
GSYGQWLDW,1,2009-12-15,RT,58.5,58.5,CCXZCUXXXXVI,Mobile Electronic Accessories
GSYHLDGWS,1,2009-12-15,IB,228,228,CRVCIVNIIEK,Cameras & Camcorder Accessori
GSDAPASLS,1,2009-12-13,RT,24,24,CCXVXUXXXXVI,Small Appliances
GSDAPASLS,1,2009-12-13,RT,54,54,CCXVXUXXXXVI,Small Appliances
GSDAPASLS,1,2009-12-13,RT,30,30,CCXVXUXXXXVI,Small Appliances
GSDAPASLS,1,2009-12-12,RT,36,36,CCXVUVXXXXRI,Mobile Electronics
GSDAPASLS,1,2009-12-12,RT,14.85,14.85,CCXVUVXXXXRI,Home Audio
GSDAPASLS,1,2009-12-12,RT,59.85,59.85,CCXVUVXXXXRI,Small Appliances
GSDAPASLS,1,2009-12-12,RT,30,30,CCXVUVXXXXRI,Small Appliances
GSDAPASLS,1,2009-12-12,RT,24,24,CCXVUVXXXXRI,Small Appliances
GSDHQAQLD,1,2009-12-26,RT,42,42,CCXECINXXXVI,Mobile Electronic Accessories
GSDYDYGQQ,1,2009-12-11,RT,32.85,32.85,CCXVRKNXXXRX,Mobile Electronic Accessories
GPQQGYWDS,1,2009-12-13,IB,57,57,CRVIINVEIIK,Small Appliances
GPQQGYWDS,1,2009-12-11,RT,74.85,74.85,CCXZXEEXXXVI,Small Appliances
GPQQGYWDS,1,2009-12-11,RT,72,72,CCXZXEEXXXVI,Small Appliances
GPQQGYWDS,1,2009-12-22,RT,32.85,32.85,CCXCNUKXXXRI,Mobile Electronic Accessories
GPQQGYWDS,1,2009-12-22,RT,48,48,CCXCNUKXXXRI,Mobile Electronic Accessories
GPQQGYWDS,1,2009-12-22,RT,209.85,209.85,CCXCNUKXXXRI,Small Appliances
GPQWHSHPG,1,2009-12-10,RT,44.85,44.85,CCXURZKXXXKI,Mobile Electronic Accessories
GPQWHSHPG,1,2009-12-10,RT,42,42,CCXURZKXXXKI,Mobile Electronic Accessories
GPQPHPHPY,1,2009-12-04,IB,149.85,149.85,CRRZIVICNCK,Small Appliances
GPQPHPHPY,1,2009-12-04,IB,28.5,28.5,CRRZIVICNCK,Mobile Electronic Accessories
GPQPHPHPY,1,2009-12-04,IB,389.85,389.85,CRRZIVICNCK,Home Audio
GPQLHAAAY,1,2009-12-13,RT,69,69,CCXVKRKXXXNI,Small Appliances
GPQLHAAAY,1,2009-12-13,RT,30,30,CCXVKRKXXXNI,Mobile Electronics
GPQLHAAAY,1,2009-12-13,RT,27,27,CCXVKRKXXXNI,Mobile Electronics
GPQLHAAAY,1,2009-12-13,RT,12,12,CCXVKRKXXXNI,Mobile Electronics
GPQYQHSQW,1,2009-12-01,RT,102,102,CCXNXXEXXXKI,Small Appliances
GPQYQHSQW,1,2009-12-01,RT,108,108,CCXNXXEXXXKI,Small Appliances
GPWQDLYAS,1,2009-12-03,CB,89.85,89.85,CRRIICCXINK,Cameras & Camcorder Accessori
GPWQDLYAS,1,2009-12-03,CB,74.85,74.85,CRRIICCXINK,Cameras & Camcorder Accessori
GPWQDLYAS,2,2009-12-17,IB,89.85,179.7,CRUNINZKKCK,Cameras & Camcorder Accessori
GPWSQWGDA,3,2009-12-22,RT,44.97,134.91,CCXUXKKXXXKI,Mobile Electronic Accessories
GPWGWWHWQ,1,2009-12-04,RT,54,54,CCXVUKKXXXKI,Mobile Electronics
GPWGSAHHS,1,2009-12-07,IB,216,216,CRVNIXXREIK,Cameras & Camcorder Accessori
GPWYAASSS,1,2009-12-22,RT,84,84,CCXIUXVXXXKI,Mobile Electronic Accessories
GPWYAASSS,1,2009-12-22,RT,81,81,CCXIUXVXXXKI,Small Appliances
GPWDWHWAL,1,2009-12-11,IB,179.85,179.85,CRVUIUEVEEK,Home Audio
GPWDWHWAL,1,2009-12-12,RT,179.85,179.85,CCXRZZKXXXNI,Home Audio
GPWDSWALY,1,2009-12-29,RT,899.85,899.85,CCXEKRKXXXKI,Home Audio
GPWDSWALY,1,2009-12-29,RT,599.85,599.85,CCXEKRKXXXKI,Home Audio
GPWDSWALY,1,2009-12-29,RT,149.85,149.85,CCXEKRKXXXKI,Home Audio
GPAAPDYPW,1,2009-12-14,RT,84,84,CCXVXKVXXXNC,Small Appliances
GPAAPDYPW,1,2009-12-14,RT,45,45,CCXVXKVXXXNC,Small Appliances
GPAAPDYPW,1,2009-12-19,RT,28.5,28.5,CCXIINEXXXKC,Mobile Electronic Accessories
GPAAPDYPW,1,2009-12-20,RT,42,42,CCXZERIXXXRI,Mobile Electronic Accessories
GPAAPDYPW,1,2009-12-20,RT,119.85,119.85,CCXZERIXXXRI,Home Audio
GPAAGSWGP,1,2009-12-23,RT,42,42,CCXCUKIXXXRI,Portable Electronics
GPALGSDPP,1,2009-12-24,RT,27,27,CCXUINKXXXKI,Small Appliances
GPALGPQPW,1,2009-12-04,RT,59.85,59.85,CCXCUENXXXKI,Home Audio
GPADSGSGS,1,2009-12-19,CB,179.85,179.85,CRURIZUUVIK,Cameras & Camcorder Accessori
GPPWLQAGQ,1,2009-12-17,IB,126,126,CRUNIUZZZIK,Cameras & Camcorder Accessori
GPPWLQAGQ,1,2009-12-17,IB,119.85,119.85,CRUNIUZZZIK,Cameras & Camcorder Accessori
GPPSDQAAW,1,2009-12-18,RT,1799.9,1799.85,CCXRCKCXXXKI,Home Audio
GPPPPHGLY,1,2009-12-11,IB,75,75,CRVUIZCNUUK,Cameras & Camcorder Accessori
GPPGQQYWD,1,2009-12-14,RT,12,12,CCXZECEXXXVI,Mobile Electronic Accessories
GPPGDSSHG,1,2009-12-11,IB,449.85,449.85,CRVUICXEIUK,Home Audio
GPPGDSSHG,1,2009-12-11,IB,59.85,59.85,CRVUICXEIUK,Home Audio
GPPHSDQPH,1,2009-12-10,CB,449.85,449.85,CRVVIEKEEUK,Home Audio
GPPHSDQPH,1,2009-12-10,CB,59.85,59.85,CRVVIEKEEUK,Portable Electronics
GPPHSDQPH,1,2009-12-10,CB,59.85,59.85,CRVVIEKEEUK,Home Audio
GPPDDADYP,1,2009-12-15,RT,18,18,CCXVXECXXXNI,Mobile Electronic Accessories
GPPDDADYP,1,2009-12-15,RT,32.85,32.85,CCXVXECXXXNI,Mobile Electronic Accessories
GPPDDADYP,1,2009-12-15,RT,30,30,CCXVXECXXXNI,Small Appliances
GPPDDADYP,1,2009-12-15,RT,96,96,CCXVXECXXXNI,Small Appliances
GPLQQAWHW,1,2009-12-28,RT,36,36,CCXRIECXXXNI,Mobile Electronic Accessories
GPLQQAWHW,1,2009-12-28,RT,17.97,17.97,CCXRIECXXXNI,Small Appliances
GPLQQAWHW,1,2009-12-28,RT,44.97,44.97,CCXRIECXXXNI,Mobile Electronic Accessories
GPLQQAWHW,1,2009-12-28,RT,35.97,35.97,CCXRIECXXXNI,Mobile Electronic Accessories
GPLQHAWWH,1,2009-12-22,RT,66,66,CCXENERXXXVC,Mobile Electronic Accessories
GPLQDPLAL,1,2009-12-18,RT,38.85,38.85,CCXUIUEXXXRC,Mobile Electronics
GPLQDPLAL,1,2009-12-18,RT,38.85,38.85,CCXUIUEXXXRC,Mobile Electronics
GPLQDPLAL,1,2009-12-18,RT,42,42,CCXUIUEXXXRC,Mobile Electronic Accessories
GPLQDPLAL,1,2009-12-18,RT,45,45,CCXUIUEXXXRC,Mobile Electronics
GPLQDPLAL,1,2009-12-18,RT,82.5,82.5,CCXUIUEXXXRC,Portable Electronics
GPLQDPLAL,1,2009-12-18,RT,53.85,53.85,CCXUIUEXXXRC,Portable Electronics
GPLQDPLAL,1,2009-12-18,RT,42,42,CCXUIUEXXXRC,Mobile Electronic Accessories
GPLQDPLAL,1,2009-12-18,RT,42,42,CCXUIUEXXXRC,Mobile Electronic Accessories
GPLSSHDAP,1,2009-12-19,RT,1049.9,1049.85,CCXVCZRXXXVI,Home Audio
GPLSSHDAP,1,2009-12-19,RT,44.85,44.85,CCXVCZRXXXVI,Mobile Electronic Accessories
GPGQSAGSW,1,2009-12-05,IB,209.85,209.85,CRRCICVZZUK,Home Audio
GPGWPWSYA,1,2009-12-11,RT,21,21,CCXNNCZXXXNC,Mobile Electronics
GPGWPWSYA,1,2009-12-11,RT,54,54,CCXNNCZXXXNC,Mobile Electronic Accessories
GPGPHYWPD,1,2009-12-22,RT,37.5,37.5,CCXICXRXXXKI,Mobile Electronic Accessories
GPGPHYWPD,1,2009-12-22,RT,210,210,CCXICXRXXXKI,Small Appliances
GPGPHYWPD,1,2009-12-22,RT,210,210,CCXICXRXXXKI,Small Appliances
GPGPHYWPD,1,2009-12-22,RT,54,54,CCXICXRXXXKI,Mobile Electronics
GPGPHYWPD,1,2009-12-22,RT,24,24,CCXICXRXXXKI,Mobile Electronics
GPGPHYWPD,1,2009-12-22,RT,210,210,CCXICXRXXXKI,Small Appliances
GPGPDDPYS,1,2009-12-27,RT,36,36,CCXNVVXXXXVC,Mobile Electronic Accessories
GPGLHYDDH,1,2009-12-20,RT,32.85,32.85,CCXERVVXXXRX,Mobile Electronic Accessories
GPGLHYDDH,1,2009-12-20,RT,31.5,31.5,CCXERVVXXXRX,Mobile Electronic Accessories
GPGLHYDDH,1,2009-12-20,RT,84,84,CCXERVVXXXRX,Small Appliances
GPGYDYLYL,2,2009-12-10,RT,30,60,CCXVNCKXXXRI,Mobile Electronics
GPGYDYLYL,1,2009-12-10,RT,48,48,CCXVNCKXXXRI,Small Appliances
GPGYDYLYL,1,2009-12-10,RT,24,24,CCXVNCKXXXRI,Small Appliances
GPGYDYLYL,1,2009-12-10,RT,54,54,CCXVNCKXXXRI,Mobile Electronics
GPGYDYLYL,1,2009-12-10,RT,54,54,CCXVNCKXXXRI,Mobile Electronic Accessories
GPGYDYLYL,1,2009-12-10,RT,43.5,43.5,CCXVNCKXXXRI,Mobile Electronic Accessories
GPGYDYLYL,1,2009-12-10,RT,24,24,CCXVNCKXXXRI,Small Appliances
GPGYDYLYL,1,2009-12-10,RT,24,24,CCXVNCKXXXRI,Small Appliances
GPGYDYLYL,1,2009-12-21,RT,75,75,CCXUKVRXXXNI,Small Appliances
GPGYDYLYL,1,2009-12-21,RT,90,90,CCXUKVRXXXNI,Home Audio
GPGYDYLYL,1,2009-12-21,RT,38.85,38.85,CCXUKVRXXXNI,Mobile Electronics
GPGYDYLYL,1,2009-12-21,RT,38.85,38.85,CCXUKVRXXXNI,Mobile Electronics
GPGYDYLYL,1,2009-12-21,RT,45,45,CCXUKVRXXXNI,Mobile Electronics
GPGYDYLYL,1,2009-12-16,RT,359.85,359.85,CCXUREXXXXRI,Small Appliances
GPGYDYLYL,1,2009-12-16,RT,59.85,59.85,CCXUREXXXXRI,Small Appliances
GPGYDYLYL,1,2009-12-20,RT,89.85,89.85,CCXIRVCXXXKI,Home Audio
GPGYDYLYL,1,2009-12-20,RT,15,15,CCXIRVCXXXKI,Mobile Electronic Accessories
GPGYDYLYL,1,2009-12-20,RT,21,21,CCXIRVCXXXKI,Mobile Electronic Accessories
GPGYDYLYL,1,2009-12-20,RT,15,15,CCXIRVCXXXKI,Mobile Electronic Accessories
GPGYDYLYL,1,2009-12-20,RT,119.85,119.85,CCXIRVCXXXKI,Home Audio
GPHWPQLQY,1,2009-12-24,RT,84,84,CCXUUZNXXXKI,Mobile Electronic Accessories
GPHWLYGHP,1,2009-12-10,IB,719.85,719.85,CRVVIICZXKK,Home Audio
GPHWLYGHP,1,2009-12-10,IB,899.85,899.85,CRVVIICZXKK,Portable Electronics
GPHWLYGHP,2,2009-12-10,IB,132,264,CRVVIICZXKK,Mobile Electronics
GPHWLYGHP,1,2009-12-10,IB,57,57,CRVVIICZXKK,Small Appliances
GPHWLYGHP,1,2009-12-10,IB,420,420,CRVVIICZXKK,Mobile Electronics
GPHWLYGHP,2,2009-12-10,IB,180,360,CRVVIICZXKK,Mobile Electronics
GPHWLYGHP,2,2009-12-10,IB,168,336,CRVVIICZXKK,Mobile Electronics
GPHAWQLGG,1,2009-12-23,RT,56.97,56.97,CCXCUVRXXXRC,Mobile Electronic Accessories
GPHAHDQAL,1,2009-12-16,RT,79.5,79.5,CCXNNXRXXXVC,Mobile Electronic Accessories
GPHAHDQAL,1,2009-12-16,RT,54,54,CCXNNXRXXXVC,Small Appliances
GPHAHDQAL,1,2009-12-16,RT,28.5,28.5,CCXCIECXXXVC,Mobile Electronic Accessories
GPHAHDQAL,1,2009-12-16,RT,28.5,28.5,CCXCIECXXXVC,Mobile Electronic Accessories
GPHSGYPLL,1,2009-12-30,CB,29.85,29.85,CREVIKZCXUK,Small Appliances
GPHSGYPLL,1,2009-12-30,CB,299.85,299.85,CREVIKZCXUK,Home Audio
GPHPQPSAG,1,2009-12-02,RT,59.85,59.85,CCXKUNCXXXNC,Mobile Electronics
GPHPQPSAG,1,2009-12-02,RT,149.85,149.85,CCXKUNCXXXNC,Portable Electronics
GPHPQPSAG,1,2009-12-02,RT,119.85,119.85,CCXKUNCXXXNC,Portable Electronics
GPHPQPSAG,1,2009-12-02,RT,48,48,CCXKUNCXXXNC,Small Appliances
GPHPQPSAG,1,2009-12-02,RT,30,30,CCXKUNCXXXNC,Small Appliances
GPHPQPSAG,1,2009-12-02,RT,31.5,31.5,CCXKUNCXXXNC,Mobile Electronic Accessories
GPHPQPSAG,1,2009-12-02,RT,539.85,539.85,CCXKUNCXXXNC,Home Audio
GPHPQPSAG,1,2009-12-02,RT,119.85,119.85,CCXKUNCXXXNC,Small Appliances
GPHPQPSAG,1,2009-12-02,RT,32.85,32.85,CCXKUNCXXXNC,Mobile Electronic Accessories
GPHPQPSAG,1,2009-12-02,RT,44.85,44.85,CCXKUNCXXXNC,Mobile Electronic Accessories
GPHPQPSAG,1,2009-12-02,RT,36,36,CCXKUNCXXXNC,Mobile Electronics
GPHPQPSAG,1,2009-12-18,RT,1199.9,1199.85,CCXVINKXXXNI,Home Audio
GPHPQPSAG,1,2009-12-18,RT,449.85,449.85,CCXVINKXXXNI,Home Audio
GPHPQPSAG,1,2009-12-18,RT,599.85,599.85,CCXVINKXXXNI,Home Audio
GPHPQPSAG,1,2009-12-18,RT,179.85,179.85,CCXVINKXXXNI,Home Audio
GPHGQQDLG,1,2009-12-24,RT,89.97,89.97,CCXEINRXXXVI,Mobile Electronic Accessories
GPHHDPPDP,2,2009-12-16,IB,27,54,CRUXIXVIZKK,Mobile Electronics
GPHYLDASQ,1,2009-12-05,IB,78,78,CRRCIXKRRZK,Mobile Electronic Accessories
GPYWPYYHA,1,2009-12-21,RT,87,87,CCXUIEIXXXVC,Mobile Electronic Accessories
GPYSDDGPQ,1,2009-12-16,IB,389.85,389.85,CRUXIXUKRKK,Home Audio
GPYLQSSSA,1,2009-12-13,RT,50.85,50.85,CCXRUEVXXXNC,Small Appliances
GPYYAQLPG,1,2009-12-12,IB,119.85,119.85,CRVEIKZEZNK,Cameras & Camcorder Accessori
GPYYDQQDS,1,2009-12-21,RT,389.85,389.85,CCXZKEKXXXNI,Home Audio
GPYYDQQDS,1,2009-12-21,RT,74.85,74.85,CCXZKEKXXXNI,Mobile Electronics
GPYYDQQDS,1,2009-12-21,RT,117,117,CCXZKEKXXXNI,Portable Electronics
GPYYDQQDS,1,2009-12-21,RT,30,30,CCXZKEKXXXNI,Mobile Electronic Accessories
GPYYDQQDS,1,2009-12-21,RT,27,27,CCXZKEKXXXNI,Mobile Electronic Accessories
GPDQDAYYD,1,2009-12-16,RT,59.85,59.85,CCXXVIZXXXKI,Small Appliances
GPDQDAYYD,1,2009-12-16,RT,27,27,CCXXVIZXXXKI,Mobile Electronics
GPDQDAYYD,1,2009-12-16,RT,21,21,CCXXVIZXXXKI,Mobile Electronics
GPDQDAYYD,1,2009-12-16,RT,27,27,CCXXVIZXXXKI,Small Appliances
GPDQDAYYD,1,2009-12-16,RT,27,27,CCXXVIZXXXKI,Small Appliances
GPDQDAYYD,1,2009-12-02,RT,57,57,CCXKUNXXXXNC,Mobile Electronic Accessories
GPDQDAYYD,1,2009-12-02,RT,89.85,89.85,CCXKUNXXXXNC,Mobile Electronic Accessories
GPDQDAYYD,1,2009-12-02,RT,14.85,14.85,CCXKUNXXXXNC,Home Audio
GPDQDAYYD,1,2009-12-02,RT,59.85,59.85,CCXKUNXXXXNC,Home Audio
GPDQDAYYD,1,2009-12-02,RT,21,21,CCXKUNXXXXNC,Mobile Electronic Accessories
GPDQDAYYD,1,2009-12-02,RT,21,21,CCXKUNXXXXNC,Mobile Electronic Accessories
GPDQDAYYD,1,2009-12-02,RT,119.85,119.85,CCXKUNXXXXNC,Small Appliances
GPDQDAYYD,1,2009-12-02,RT,89.85,89.85,CCXKUNXXXXNC,Small Appliances
GPDQDAYYD,1,2009-12-02,RT,78,78,CCXKUNXXXXNC,Small Appliances
GPDQDAYYD,1,2009-12-02,RT,66,66,CCXKUNXXXXNC,Mobile Electronic Accessories
GPDQDAYYD,1,2009-12-02,RT,239.85,239.85,CCXKUNXXXXNC,Home Audio
GPDQDAYYD,1,2009-12-02,RT,30,30,CCXKUNXXXXNC,Mobile Electronic Accessories
GPDQDAYYD,1,2009-12-02,RT,54,54,CCXKUNXXXXNC,Mobile Electronic Accessories
GPDQDAYYD,1,2009-12-02,RT,15,15,CCXKUNXXXXNC,Mobile Electronic Accessories
GPDQDAYYD,1,2009-12-02,RT,24,24,CCXKUNXXXXNC,Small Appliances
GPDQDAYYD,1,2009-12-02,RT,44.85,44.85,CCXKUNXXXXNC,Mobile Electronics
GPDQDAYDH,1,2009-12-18,RT,389.85,389.85,CCXCVZUXXXVC,Home Audio
GPDAYPPSH,1,2009-12-18,RT,24,24,CCXUZZUXXXRC,Small Appliances
GPDAYPPSH,1,2009-12-18,RT,119.85,119.85,CCXUZZUXXXRC,Small Appliances
GPDAYPPSH,1,2009-12-18,RT,74.85,74.85,CCXUZZUXXXRC,Small Appliances
GPDAYPPSH,1,2009-12-21,RT,31.5,31.5,CCXEXKRXXXNC,Mobile Electronic Accessories
GPDAYPPSH,1,2009-12-21,RT,18,18,CCXEXKRXXXNC,Mobile Electronic Accessories
GPDAYPPSH,1,2009-12-21,RT,59.85,59.85,CCXEXKRXXXNC,Portable Electronics
GPDAYPPSH,1,2009-12-21,RT,27,27,CCXEXKRXXXNC,Mobile Electronic Accessories
GPDADGPYQ,1,2009-12-19,RT,15,15,CCXNNIIXXXNX,Small Appliances
GPDADGPYQ,1,2009-12-19,RT,59.85,59.85,CCXNNIIXXXNX,Small Appliances
GPDADGPYQ,1,2009-12-19,RT,45,45,CCXNNIIXXXNX,Mobile Electronic Accessories
GPDADGPYQ,1,2009-12-19,RT,31.5,31.5,CCXNNIIXXXNX,Mobile Electronic Accessories
GPDPDLDSP,1,2009-12-26,RT,41.97,41.97,CCXENEIXXXNC,Mobile Electronics
GPDPDLDSP,1,2009-12-26,RT,26.97,26.97,CCXENEIXXXNC,Small Appliances
GPDPDLDSP,1,2009-12-26,RT,44.97,44.97,CCXENEZXXXNI,Small Appliances
GPDPDLDSP,1,2009-12-26,RT,44.97,44.97,CCXENEZXXXNI,Mobile Electronics
GPDPDLDSP,1,2009-12-04,RT,56.85,56.85,CCXIXCEXXXVI,Mobile Electronics
GPDPDLDSP,1,2009-12-04,RT,59.97,59.97,CCXIXCEXXXVI,Mobile Electronics
GPDPDLDSP,1,2009-12-04,RT,44.85,44.85,CCXIXCEXXXVI,Mobile Electronics
GPDPDLDSP,1,2009-12-04,RT,14.97,14.97,CCXIXCEXXXVI,Mobile Electronic Accessories
GPDLWQGLY,1,2009-12-23,RT,72,72,CCXXZVRXXXVI,Portable Electronics
GPDGPHHWG,1,2009-12-19,RT,119.85,119.85,CCXKNXXXXXNI,Home Audio
GPDGPHHWG,1,2009-12-19,RT,44.85,44.85,CCXKNXXXXXNI,Home Audio
GPDGPHHWG,1,2009-12-11,RT,119.85,119.85,CCXVKREXXXVI,Home Audio
GPDGPHHWG,1,2009-12-12,RT,66,66,CCXUVUNXXXRI,Mobile Electronic Accessories
GPDGPHHWG,1,2009-12-19,RT,29.85,29.85,CCXUUCEXXXRI,Small Appliances
GPDHLLPHH,1,2009-12-31,RT,209.97,209.97,CCXCXZNXXXKX,Portable Electronics
GPDHGGYSD,1,2009-12-08,RT,45,45,CCXIICRXXXVI,Mobile Electronic Accessories
GPDYGAGWA,1,2009-12-15,RT,57,57,CCXERRKXXXKC,Mobile Electronics
GPDYGAGWA,1,2009-12-15,RT,29.85,29.85,CCXERRKXXXKC,Small Appliances
GPDDDYHHQ,1,2009-12-09,IB,899.85,899.85,CRVRIRZUUEK,Home Audio
GPDDDYHHQ,1,2009-12-10,IB,132,132,CRVVIKKCNZK,Portable Electronics
GPDDDYHHQ,1,2009-12-22,RT,15,15,CCXKUXUXXXKC,Small Appliances
GPDDDYHHQ,1,2009-12-22,RT,39,39,CCXKUXUXXXKC,Small Appliances
GPDDDYHHQ,1,2009-12-22,RT,96,96,CCXKUXUXXXKC,Small Appliances
GLQAHPAGD,1,2009-12-04,RT,36,36,CCXIXCRXXXVX,Small Appliances
GLQAHPAGD,1,2009-12-04,RT,389.85,389.85,CCXIXCRXXXVX,Portable Electronics
GLQAHPAGD,1,2009-12-04,RT,449.85,449.85,CCXIXCRXXXVX,Portable Electronics
GLQAHPAGD,1,2009-12-04,RT,179.85,179.85,CCXIXCRXXXVX,Portable Electronics
GLQAHPAGD,1,2009-12-16,RT,60,60,CCXCXVEXXXVX,Small Appliances
GLQAHPADS,1,2009-12-12,RT,149.85,149.85,CCXKEVCXXXKI,Portable Electronics
GLQAHPPLD,1,2009-12-09,RT,239.85,239.85,CCXVNXCXXXRI,Portable Electronics
GLQAHPPLD,3,2009-12-09,RT,72,216,CCXVNXCXXXRI,Small Appliances
GLQAHPPLD,1,2009-12-09,RT,599.85,599.85,CCXVNXCXXXRI,Portable Electronics
GLQPQQSPP,1,2009-12-20,RT,78,78,CCXICZZXXXRI,Mobile Electronic Accessories
GLQLSWWGS,1,2009-12-02,IB,82.5,82.5,CRREIVZUXIK,Small Appliances
GLQHHPLPQ,1,2009-12-14,IB,89.85,89.85,CRVZIEERKIK,Mobile Electronics
GLWWLSADY,1,2009-12-18,CB,209.85,209.85,CRUKIUCIINK,Home Audio
GLWWLSADY,1,2009-12-18,CB,119.85,119.85,CRUKIUCIINK,Mobile Electronics
GLWWLSADY,2,2009-12-18,CB,32.97,65.94,CRUKIUCIINK,Mobile Electronic Accessories
GLWWLSADY,1,2009-12-18,CB,15,15,CRUKIUCIINK,Cameras & Camcorder Accessori
GLWALYLPS,1,2009-12-23,RT,41.85,41.85,CCXCVECXXXRI,Mobile Electronic Accessories
GLWALYLPS,1,2009-12-23,RT,42,42,CCXCVECXXXRI,Mobile Electronic Accessories
GLWALYLPS,1,2009-12-23,RT,42,42,CCXCVECXXXRI,Mobile Electronic Accessories
GLWALYLPS,1,2009-12-23,RT,44.85,44.85,CCXCVECXXXRI,Mobile Electronic Accessories
GLWALYLPS,1,2009-12-23,RT,41.85,41.85,CCXCVECXXXRI,Mobile Electronic Accessories
GLWALYLPS,1,2009-12-23,RT,179.85,179.85,CCXCVECXXXRI,Home Audio
GLWADDWAL,1,2009-12-26,IB,35.97,35.97,CREXIXXIEIK,Mobile Electronic Accessories
GLWADDWAL,1,2009-12-19,RT,14.85,14.85,CCXNXXRXXXKC,Home Audio
GLWADDWAL,1,2009-12-12,RT,89.85,89.85,CCXNNXNXXXRI,Mobile Electronic Accessories
GLWADDWAL,1,2009-12-12,RT,67.5,67.5,CCXNNXNXXXRI,Mobile Electronic Accessories
GLWADDWAL,1,2009-12-12,RT,78,78,CCXNNXNXXXRI,Mobile Electronic Accessories
GLWADDWAL,1,2009-12-12,RT,49.5,49.5,CCXNNXNXXXRI,Mobile Electronic Accessories
GLWADDWAL,1,2009-12-01,RT,21,21,CCXIERNXXXKI,Mobile Electronic Accessories
GLWSLQSSA,1,2009-12-21,RT,23.85,23.85,CCXZICVXXXRC,Small Appliances
GLWSLQSSA,1,2009-12-21,RT,38.85,38.85,CCXZICVXXXRC,Small Appliances
GLWSLQSSA,1,2009-12-21,RT,48,48,CCXZICVXXXRC,Small Appliances
GLWSLQSPQ,1,2009-12-18,CB,228,228,CRUKIVVUIIK,Cameras & Camcorder Accessori
GLWLHPDDY,1,2009-12-15,IB,29.97,29.97,CRVCIVKUXXK,Small Appliances
GLWLHPDDY,1,2009-12-15,IB,299.85,299.85,CRVCIVKUXXK,Small Appliances
GLWYASHAG,1,2009-12-14,IB,150,150,CRVZIVEKKNK,Cameras & Camcorder Accessori
GLWYGGQPY,1,2009-12-04,RT,87,87,CCXXEVUXXXKI,Mobile Electronic Accessories
GLWYGGQPY,1,2009-12-04,RT,149.85,149.85,CCXXEVUXXXKI,Mobile Electronic Accessories
GLWYGGQPY,1,2009-12-16,RT,78,78,CCXVVVUXXXVI,Mobile Electronic Accessories
GLWYHASDA,3,2009-12-04,IB,59.85,179.55,CRRZIVUKCZK,Home Audio
GLWYHASDA,2,2009-12-04,IB,28.5,57,CRRZIVUKCZK,Mobile Electronic Accessories
GLWYHASDA,1,2009-12-11,IB,149.85,149.85,CRVUIRECVVK,Home Audio
GLWYHASDA,1,2009-12-19,RT,299.85,299.85,CCXVXZRXXXKI,Home Audio
